ID_ORIGEN;LISTA_CARGA;FECHA_INGRESO;FECHA_EMISION;TOT_LPN;TOT_UNI;FECHA_RECEPCION;DESTINO;DESC_ZONA;ESTADO;MNFST
70;5631636;2022-12-22 13:27:05.0;2022-12-22 13:28:43.0;192;2616;2022-12-22 19:52:40.0;14;RANCAGUA;Recepcionada;'5631636',
70;5631586;2022-12-22 13:33:14.0;2022-12-22 13:40:09.0;622;8477;2022-12-23 13:59:05.0;66;MAIPU;Recepcionada;'5631586',
70;5631653;2022-12-22 13:36:06.0;2022-12-22 14:46:06.0;205;2701;null;48;PORTAL COMERCIO ELECTRONICO CORONA;Emitida;'5631653',
70;5631578;2022-12-22 13:57:06.0;2022-12-22 15:02:59.0;310;5056;2022-12-23 10:25:40.0;67;QUILLOTA;Recepcionada;'5631578',
70;5631654;2022-12-22 14:57:04.0;2022-12-22 15:00:55.0;222;2970;2022-12-27 08:32:17.0;48;PORTAL COMERCIO ELECTRONICO CORONA;Recepcionada;'5631654',
70;5631589;2022-12-22 15:06:04.0;2022-12-22 15:15:33.0;269;4326;2022-12-23 09:33:33.0;46;GALERIA IMPERIO;Recepcionada;'5631589',
70;5631572;2022-12-22 15:27:06.0;2022-12-22 15:28:58.0;399;5203;2022-12-26 13:04:20.0;115;QUILPUE;Recepcionada;'5631572',
48;9790818;2022-12-22 15:36:02.0;2022-12-23 08:05:17.0;1;2;2022-12-26 09:11:51.0;8;PUENTE ALTO;Recepcionada;'9790818',
48;9790808;2022-12-22 15:36:03.0;2022-12-23 08:00:11.0;2;6;null;23;VALDIVIA;Emitida;'9790808',
48;9790807;2022-12-22 15:36:03.0;2022-12-23 08:04:08.0;5;9;null;15;CURICO;Emitida;'9790807',
48;9790804;2022-12-22 15:36:03.0;2022-12-23 10:34:05.0;2;4;2022-12-26 13:21:59.0;60;VIÑA CENTRO;Recepcionada;'9790804',
70;5631579;2022-12-22 15:51:10.0;2022-12-22 15:51:51.0;320;4216;null;98;LA CALERA;Emitida;'5631579',
